Time_GMT	FluxDuration_sec	DMS_pptv_air	DMS_uM_m3_air	DMS_uM_m3_sw	DMSflux_uM_m2_d	DMSflux_error	kDMS_cm_hr	kDMS_error	U10N_m_s	Ustar_COARE_m_s	RWspd_m_s	Sc_DMS	RWdir_deg	Tair_C	SST_C	Sal_ppth	Lat	Lon	SOG_kts	Gyro_deg	Longwave_W_m2	Shortwave_W_m2	z_L
3/19/08 14:00:00	NaN	NaN	NaN	1.46	NaN	NaN	NaN	NaN	9.72	NaN	NaN	1879	-106.7	7.55	NaN	33.69	-50.502	-38.102	9.2	NaN	NaN	NaN	0.05
3/19/08 15:00:00	NaN	NaN	NaN	1.53	NaN	NaN	NaN	NaN	13.22	NaN	NaN	1863	46.0	6.66	NaN	33.70	-50.574	-38.017	7.4	NaN	NaN	NaN	-0.00
3/19/08 16:00:00	3448	100	0.00440	1.69	3.067	0.591	7.56	1.55	11.47	0.446	12.09	1918	4.0	6.47	5.94	33.69	-50.600	-38.166	6.8	271.6	317.5	238.7	0.01
3/19/08 17:00:00	3450	109	0.00480	1.59	2.384	0.565	6.23	1.59	10.92	0.413	11.43	1976	3.7	6.35	5.44	33.72	-50.600	-38.347	7.0	272.5	326.1	124.2	0.03
3/19/08 18:00:00	3448	105	0.00462	1.75	2.267	0.491	5.38	1.24	10.20	0.375	10.66	1988	4.3	6.32	5.35	33.73	-50.600	-38.534	7.2	272.6	329.4	56.4	0.04
3/19/08 19:00:00	3448	110	0.00484	1.01	0.834	0.315	3.43	1.46	9.10	0.326	9.59	2000	5.2	6.14	5.25	33.73	-50.600	-38.723	7.2	273.5	327.0	26.8	0.05
3/19/08 20:00:00	3448	113	0.00497	0.90	NaN	NaN	NaN	NaN	8.43	0.301	9.00	2010	15.7	6.03	5.16	33.72	-50.601	-38.913	7.5	272.0	332.2	6.7	0.05
3/19/08 21:00:00	NaN	NaN	NaN	1.09	NaN	NaN	NaN	NaN	9.58	NaN	NaN	2006	45.9	5.97	NaN	33.72	-50.688	-38.998	8.8	NaN	NaN	NaN	0.05
3/19/08 22:00:00	NaN	NaN	NaN	1.25	NaN	NaN	NaN	NaN	6.17	NaN	NaN	2004	-129.8	5.78	NaN	33.72	-50.750	-38.849	9.2	NaN	NaN	NaN	0.06
3/19/08 23:00:00	NaN	NaN	NaN	1.14	NaN	NaN	NaN	NaN	6.00	NaN	NaN	1993	-112.5	5.75	NaN	33.72	-50.752	-38.604	9.3	NaN	NaN	NaN	0.04
3/20/08 00:00:00	NaN	NaN	NaN	1.67	NaN	NaN	NaN	NaN	5.38	NaN	NaN	1982	60.8	5.70	NaN	33.73	-50.840	-38.502	8.3	NaN	NaN	NaN	0.02
3/20/08 01:00:00	NaN	NaN	NaN	2.51	NaN	NaN	NaN	NaN	3.37	NaN	NaN	2002	15.9	5.69	NaN	33.72	-50.900	-38.621	7.3	NaN	NaN	NaN	0.24
3/20/08 02:00:00	NaN	NaN	NaN	1.31	NaN	NaN	NaN	NaN	1.57	NaN	NaN	2024	32.7	5.47	NaN	33.72	-50.900	-38.815	7.5	NaN	NaN	NaN	0.38
3/20/08 03:00:00	NaN	NaN	NaN	0.90	NaN	NaN	NaN	NaN	5.33	NaN	NaN	2029	108.7	5.17	NaN	33.73	-50.900	-39.018	7.8	NaN	NaN	NaN	-0.02
3/20/08 04:00:00	NaN	NaN	NaN	1.47	NaN	NaN	NaN	NaN	8.28	NaN	NaN	1990	36.9	5.24	NaN	33.73	-50.909	-39.215	8.2	NaN	NaN	NaN	-0.03
3/20/08 05:00:00	NaN	NaN	NaN	1.55	NaN	NaN	NaN	NaN	8.82	NaN	NaN	1999	-73.0	5.15	NaN	33.72	-51.014	-39.251	8.6	NaN	NaN	NaN	-0.03
3/20/08 06:00:00	NaN	NaN	NaN	0.74	NaN	NaN	NaN	NaN	6.93	NaN	NaN	2024	-32.0	5.65	NaN	33.70	-51.050	-39.072	8.6	NaN	NaN	NaN	0.07
3/20/08 07:00:00	NaN	NaN	NaN	0.76	NaN	NaN	NaN	NaN	7.43	NaN	NaN	2025	-91.0	7.81	NaN	33.69	-51.050	-38.843	8.8	NaN	NaN	NaN	0.21
3/20/08 08:00:00	NaN	NaN	NaN	1.28	NaN	NaN	NaN	NaN	14.30	NaN	NaN	2011	-121.7	8.64	NaN	33.69	-51.050	-38.605	9.1	NaN	NaN	NaN	0.07
3/20/08 09:00:00	NaN	NaN	NaN	1.59	NaN	NaN	NaN	NaN	13.80	NaN	NaN	2003	-118.9	8.79	NaN	33.71	-51.050	-38.366	9.0	NaN	NaN	NaN	0.08
3/20/08 10:00:00	NaN	NaN	NaN	1.40	NaN	NaN	NaN	NaN	14.52	NaN	NaN	1994	-113.4	9.01	NaN	33.71	-51.050	-38.127	9.0	NaN	NaN	NaN	0.08
3/20/08 11:00:00	NaN	NaN	NaN	1.35	NaN	NaN	NaN	NaN	15.20	NaN	NaN	1975	-92.6	9.28	NaN	33.72	-51.048	-37.891	8.6	NaN	NaN	NaN	0.07
3/20/08 12:00:00	NaN	NaN	NaN	1.23	NaN	NaN	NaN	NaN	14.05	NaN	NaN	1896	-26.9	9.69	NaN	33.71	-50.983	-37.806	5.4	NaN	NaN	NaN	0.07
3/20/08 13:00:00	3448	132	0.00581	1.02	NaN	NaN	NaN	NaN	13.05	0.510	13.70	1878	-4.7	9.53	6.33	33.71	-50.945	-37.804	1.0	320.4	361.8	146.2	0.08
3/20/08 14:00:00	3053	135	0.00594	1.05	NaN	NaN	NaN	NaN	12.37	0.473	13.05	1877	-6.1	9.05	6.34	33.71	-50.946	-37.799	1.0	318.7	359.5	188.9	0.08
3/20/08 15:00:00	3452	136	0.00598	NaN	NaN	NaN	NaN	NaN	10.98	0.417	11.81	1878	-5.9	8.78	6.33	33.71	-50.946	-37.792	1.0	316.1	358.1	164.1	0.10
3/20/08 16:00:00	3448	132	0.00581	NaN	NaN	NaN	NaN	NaN	9.98	0.372	10.77	1876	-3.9	8.57	6.36	33.71	-50.944	-37.790	0.8	311.9	351.4	176.3	0.11
3/20/08 17:00:00	3448	120	0.00528	NaN	NaN	NaN	NaN	NaN	9.23	0.350	10.38	1874	-3.1	8.45	6.38	33.71	-50.936	-37.797	1.2	311.6	356.0	124.9	0.12
3/20/08 18:00:00	3448	NaN	NaN	1.11	NaN	NaN	NaN	NaN	7.93	0.283	NaN	1872	-33.8	8.35	6.40	33.72	-50.875	-37.805	7.2	332.0	347.3	98.6	0.17
3/20/08 19:00:00	NaN	127	0.00559	1.03	NaN	NaN	NaN	NaN	7.98	NaN	9.43	1866	-16.4	8.21	NaN	33.74	-50.745	-37.810	8.0	NaN	NaN	NaN	0.15
3/20/08 20:00:00	NaN	NaN	NaN	1.15	NaN	NaN	NaN	NaN	9.15	NaN	NaN	1867	28.9	8.14	NaN	33.74	-50.700	-37.955	8.1	NaN	NaN	NaN	0.12
3/20/08 21:00:00	NaN	NaN	NaN	1.38	NaN	NaN	NaN	NaN	8.20	NaN	NaN	1884	56.9	7.60	NaN	33.71	-50.713	-38.156	8.8	NaN	NaN	NaN	0.12
3/20/08 22:00:00	NaN	NaN	NaN	1.32	NaN	NaN	NaN	NaN	8.60	NaN	NaN	1911	82.1	7.13	NaN	33.71	-50.832	-38.257	9.4	NaN	NaN	NaN	0.10
3/20/08 23:00:00	NaN	NaN	NaN	1.52	NaN	NaN	NaN	NaN	9.45	NaN	NaN	1976	93.6	6.50	NaN	33.71	-50.969	-38.381	9.5	NaN	NaN	NaN	0.08
3/21/08 00:00:00	NaN	NaN	NaN	1.76	NaN	NaN	NaN	NaN	8.30	NaN	NaN	2020	84.6	6.72	NaN	33.71	-51.112	-38.487	9.7	NaN	NaN	NaN	0.16
3/21/08 01:00:00	NaN	NaN	NaN	1.99	NaN	NaN	NaN	NaN	7.73	NaN	NaN	2029	-60.1	7.27	NaN	33.71	-51.171	-38.434	8.1	NaN	NaN	NaN	0.21
3/21/08 02:00:00	NaN	NaN	NaN	1.71	NaN	NaN	NaN	NaN	7.63	NaN	NaN	2029	86.5	7.12	NaN	33.70	-51.155	-38.433	8.8	NaN	NaN	NaN	0.26
3/21/08 03:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.45	NaN	NaN	2045	-14.9	7.25	NaN	33.71	-51.189	-38.450	5.6	NaN	NaN	NaN	0.25
3/21/08 04:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.87	NaN	NaN	NaN	6.9	7.07	NaN	NaN	-51.150	-38.461	1.7	NaN	NaN	NaN	0.27
3/21/08 05:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.95	NaN	NaN	NaN	4.4	6.58	NaN	NaN	-51.150	-38.484	1.8	NaN	NaN	NaN	0.21
3/21/08 06:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.10	NaN	NaN	NaN	-24.5	6.59	NaN	NaN	-51.154	-38.471	4.1	NaN	NaN	NaN	0.22
3/21/08 07:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.92	NaN	NaN	NaN	-8.1	6.31	NaN	NaN	-51.155	-38.457	4.0	NaN	NaN	NaN	0.17
3/21/08 08:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.40	NaN	NaN	NaN	-22.3	6.40	NaN	NaN	-51.158	-38.443	4.2	NaN	NaN	NaN	0.15
3/21/08 09:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.42	NaN	NaN	NaN	-22.5	6.46	NaN	NaN	-51.159	-38.431	4.4	NaN	NaN	NaN	0.12
3/21/08 10:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.78	NaN	NaN	NaN	-22.2	6.54	NaN	NaN	-51.154	-38.426	4.2	NaN	NaN	NaN	0.11
3/21/08 11:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.93	NaN	NaN	NaN	24.6	6.44	NaN	NaN	-51.142	-38.406	4.2	NaN	NaN	NaN	0.09
3/21/08 12:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.13	NaN	NaN	NaN	-11.2	6.28	NaN	NaN	-51.148	-38.413	1.9	NaN	NaN	NaN	0.11
3/21/08 13:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.05	NaN	NaN	NaN	-10.1	5.98	NaN	NaN	-51.142	-38.400	0.8	NaN	NaN	NaN	0.15
3/21/08 14:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.87	NaN	NaN	NaN	40.5	5.82	NaN	NaN	-51.173	-38.403	4.3	NaN	NaN	NaN	0.14
3/21/08 15:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.82	NaN	NaN	2018	-12.1	5.74	NaN	33.71	-51.204	-38.402	0.6	NaN	NaN	NaN	0.14
3/21/08 16:00:00	3448	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.98	0.141	NaN	2009	-35.1	5.62	5.13	33.71	-51.204	-38.400	1.5	293.1	277.6	403.0	0.12
3/21/08 17:00:00	NaN	168	0.00739	NaN	0.460	0.675	NaN	NaN	4.35	NaN	5.33	1995	-16.6	5.57	NaN	33.71	-51.160	-38.346	8.6	NaN	NaN	NaN	0.05
3/21/08 18:00:00	NaN	157	0.00691	NaN	NaN	NaN	NaN	NaN	5.78	NaN	NaN	2007	-27.4	5.48	NaN	33.70	-51.160	-38.354	8.1	NaN	NaN	NaN	0.03
3/21/08 19:00:00	3117	162	0.00713	NaN	2.247	1.335	NaN	NaN	8.02	0.287	6.50	2011	10.7	4.56	5.17	33.71	-51.192	-38.362	7.8	187.0	330.9	26.2	-0.08
3/21/08 20:00:00	NaN	NaN	NaN	1.34	NaN	NaN	NaN	NaN	12.97	NaN	NaN	2015	80.4	3.19	NaN	33.71	-51.189	-38.374	8.4	NaN	NaN	NaN	-0.06
3/21/08 21:00:00	3448	107	0.00471	1.94	6.659	1.977	14.33	4.51	13.82	0.552	15.13	2024	37.1	3.27	5.12	33.70	-51.183	-38.383	8.4	187.4	322.1	2.0	-0.05
3/21/08 22:00:00	3448	90	0.00396	2.10	6.327	1.683	12.56	3.50	14.35	0.595	15.53	2028	-5.3	3.60	5.08	33.70	-51.158	-38.393	6.7	191.9	319.7	2.3	-0.03
3/21/08 23:00:00	NaN	95	0.00418	2.00	NaN	NaN	NaN	NaN	14.00	NaN	NaN	2029	36.7	3.53	NaN	33.71	-51.154	-38.409	7.5	NaN	NaN	NaN	-0.04
3/22/08 00:00:00	2706	87	0.00383	2.00	6.411	2.639	13.38	5.77	13.28	0.507	14.50	2031	59.7	3.36	5.03	33.71	-51.171	-38.402	6.6	161.1	301.3	2.5	-0.05
3/22/08 01:00:00	1461	82	0.00361	2.18	6.960	1.555	13.29	3.09	12.55	0.503	13.19	2032	6.5	3.30	4.98	33.71	-51.153	-38.378	4.2	173.0	304.2	2.3	-0.06
3/22/08 02:00:00	NaN	78	0.00343	2.21	NaN	NaN	NaN	NaN	11.98	NaN	NaN	2031	-27.1	2.84	NaN	33.71	-51.147	-38.363	4.7	NaN	NaN	NaN	-0.09
3/22/08 03:00:00	3254	67	0.00295	2.29	7.258	1.310	13.19	2.46	13.35	0.536	13.89	2034	7.0	2.98	4.97	33.71	-51.140	-38.375	0.7	180.2	287.2	1.9	-0.06
3/22/08 04:00:00	1917	56	0.00246	2.34	5.992	1.519	10.69	2.78	12.28	0.490	12.29	2035	3.7	2.65	4.97	33.71	-51.140	-38.375	0.7	183.5	305.5	1.8	-0.08
3/22/08 05:00:00	NaN	NaN	NaN	1.93	NaN	NaN	NaN	NaN	12.17	NaN	NaN	2022	-75.6	2.59	NaN	33.71	-51.108	-38.389	5.2	NaN	NaN	NaN	-0.10
3/22/08 06:00:00	3448	57	0.00251	1.79	6.201	1.128	14.41	2.71	12.00	0.441	12.17	2023	30.0	2.51	5.09	33.71	-51.121	-38.378	4.6	168.7	310.2	2.0	-0.11
3/22/08 07:00:00	3448	56	0.00246	2.36	6.006	1.542	10.61	2.79	11.13	0.394	11.22	2039	0.7	2.53	4.94	33.71	-51.189	-38.351	5.1	174.4	309.1	2.0	-0.13
3/22/08 08:00:00	3448	56	0.00246	2.10	4.044	1.456	8.02	2.97	10.42	0.373	9.56	2030	-45.4	2.67	5.01	33.71	-51.159	-38.358	6.2	232.5	309.8	4.4	-0.15
3/22/08 09:00:00	2466	57	0.00251	2.26	5.273	1.408	9.72	2.67	10.47	0.367	10.43	2039	-28.0	2.58	4.94	33.71	-51.208	-38.370	5.6	197.7	309.7	13.2	-0.15
3/22/08 10:00:00	1771	68	0.00299	2.05	6.292	1.547	12.78	3.26	9.68	0.334	9.79	2030	-35.7	2.55	5.03	33.71	-51.162	-38.384	6.7	197.3	310.3	81.6	-0.20
3/22/08 11:00:00	2388	79	0.00348	2.19	3.128	1.695	5.96	3.36	8.78	0.306	8.57	2034	-36.0	2.80	4.95	33.71	-51.204	-38.396	6.8	222.9	308.3	142.4	-0.21
3/22/08 12:00:00	NaN	70	0.00308	2.01	NaN	NaN	NaN	NaN	9.53	NaN	NaN	2026	6.8	3.12	NaN	33.71	-51.153	-38.399	6.8	NaN	NaN	NaN	-0.17
3/22/08 13:00:00	1831	68	0.00299	2.32	4.002	0.936	7.20	1.74	8.75	0.311	9.03	2029	23.4	3.35	4.98	33.71	-51.192	-38.394	0.7	251.6	313.6	216.7	-0.16
3/22/08 14:00:00	1544	69	0.00304	2.18	3.866	1.080	7.40	2.14	8.87	0.313	8.78	2022	50.0	3.67	5.03	33.71	-51.194	-38.386	2.3	252.2	312.5	287.3	-0.14
3/22/08 15:00:00	3448	76	0.00334	2.26	4.284	1.414	7.91	2.71	9.83	0.352	10.29	2027	-21.7	4.25	4.97	33.71	-51.198	-38.311	2.9	254.5	288.9	426.1	-0.07
3/22/08 16:00:00	2332	81	0.00356	2.26	5.006	1.232	9.24	2.37	11.15	0.413	11.60	2029	-15.7	4.47	4.97	33.71	-51.185	-38.303	2.6	294.6	299.7	394.3	-0.04
3/22/08 17:00:00	NaN	77	0.00339	NaN	NaN	NaN	NaN	NaN	11.60	NaN	NaN	2009	-25.7	4.76	NaN	33.71	-51.114	-38.301	5.4	NaN	NaN	NaN	-0.03
3/22/08 18:00:00	3448	88	0.00387	2.10	5.364	1.197	10.63	2.48	12.50	0.451	12.27	2020	47.5	4.97	5.05	33.71	-51.142	-38.300	7.9	241.9	304.9	147.8	-0.01
3/22/08 19:00:00	NaN	NaN	NaN	2.30	NaN	NaN	NaN	NaN	12.20	NaN	NaN	2029	-32.5	5.09	NaN	33.71	-51.162	-38.301	8.3	NaN	NaN	NaN	-0.01
3/22/08 20:00:00	2655	102	0.00449	2.39	6.934	1.697	12.07	3.09	11.78	0.465	11.62	2033	-35.9	4.96	4.97	33.71	-51.174	-38.317	7.2	256.9	326.1	11.6	-0.01
3/22/08 21:00:00	2407	111	0.00488	2.42	6.125	1.290	10.53	2.33	11.97	0.451	12.11	2036	-20.2	5.15	4.95	33.71	-51.187	-38.244	6.6	273.9	313.6	2.4	-0.00
3/22/08 22:00:00	NaN	110	0.00484	2.30	NaN	NaN	NaN	NaN	11.52	NaN	NaN	2033	-58.6	5.27	NaN	33.71	-51.196	-38.298	8.1	NaN	NaN	NaN	0.00
3/22/08 23:00:00	2516	100	0.00440	2.47	6.195	1.178	10.44	2.07	11.45	0.429	11.87	2035	23.4	5.29	4.96	33.71	-51.209	-38.251	5.3	278.1	316.4	2.3	0.00
3/23/08 00:00:00	NaN	NaN	NaN	2.99	NaN	NaN	NaN	NaN	11.83	NaN	NaN	2036	-94.7	5.21	NaN	33.71	-51.220	-38.245	7.6	NaN	NaN	NaN	0.00
3/23/08 01:00:00	NaN	104	0.00458	2.81	NaN	NaN	NaN	NaN	12.03	NaN	NaN	2035	-42.4	5.24	NaN	33.71	-51.214	-38.163	4.2	NaN	NaN	NaN	-0.00
3/23/08 02:00:00	1154	101	0.00444	2.83	7.749	1.200	11.42	1.84	12.60	0.488	13.13	2033	12.9	5.12	4.97	33.71	-51.193	-38.218	4.2	282.6	313.1	2.3	-0.00
3/23/08 03:00:00	3332	108	0.00475	2.99	8.510	1.457	11.87	2.11	12.52	0.503	13.28	2037	1.7	5.23	4.94	33.71	-51.191	-38.264	0.8	298.6	296.1	2.4	0.00
3/23/08 04:00:00	3448	91	0.00400	2.86	8.730	1.332	12.74	2.01	13.18	0.547	14.29	2031	-25.2	5.20	4.98	33.71	-51.170	-38.264	2.1	330.3	320.4	2.2	-0.00
3/23/08 05:00:00	3448	86	0.00378	2.59	6.039	1.541	9.71	2.57	14.28	0.592	15.33	2026	68.4	4.84	5.04	33.71	-51.153	-38.301	7.1	275.9	327.9	2.5	-0.01
3/23/08 06:00:00	3448	99	0.00436	2.86	8.175	1.901	11.93	2.88	14.48	0.609	15.67	2034	27.0	4.90	4.96	33.71	-51.209	-38.234	7.1	272.9	330.2	2.4	-0.01
3/23/08 07:00:00	NaN	99	0.00436	2.80	6.915	1.991	10.30	3.08	13.00	NaN	14.09	2033	82.2	4.77	NaN	33.71	-51.182	-38.250	8.0	NaN	NaN	NaN	-0.01
3/23/08 08:00:00	2014	118	0.00519	2.96	6.541	1.789	9.21	2.63	11.98	0.465	12.65	2036	-13.7	5.00	4.94	33.71	-51.213	-38.192	5.8	316.0	332.6	2.7	-0.01
3/23/08 09:00:00	NaN	120	0.00528	2.66	NaN	NaN	NaN	NaN	11.27	NaN	NaN	2032	16.7	5.25	NaN	33.71	-51.163	-38.208	8.1	NaN	NaN	NaN	0.00
3/23/08 10:00:00	NaN	158	0.00695	2.84	NaN	NaN	NaN	NaN	10.88	NaN	NaN	2036	20.9	5.47	NaN	33.71	-51.224	-38.096	7.3	NaN	NaN	NaN	0.02
3/23/08 11:00:00	2973	156	0.00686	3.17	6.897	1.645	9.06	2.28	10.07	0.367	10.82	2036	9.0	5.40	4.93	33.71	-51.187	-38.150	4.5	287.4	329.5	52.3	0.01
3/23/08 12:00:00	NaN	161	0.00708	3.18	NaN	NaN	NaN	NaN	10.33	NaN	NaN	2034	-62.1	5.40	NaN	33.71	-51.192	-38.148	4.0	NaN	NaN	NaN	0.01
3/23/08 13:00:00	3386	175	0.00770	3.28	5.135	1.012	6.53	1.36	9.28	0.346	9.90	2035	0.3	5.39	4.93	33.71	-51.194	-38.123	0.8	292.1	320.5	187.7	0.01
3/23/08 14:00:00	1456	157	0.00691	3.25	5.543	1.338	7.10	1.80	10.00	0.367	10.49	2035	-1.1	5.47	4.93	33.71	-51.198	-38.126	1.2	281.5	328.0	124.5	0.02
3/23/08 15:00:00	3448	141	0.00620	3.26	5.687	1.065	7.26	1.42	9.13	0.331	9.65	2034	-12.8	5.44	4.93	33.71	-51.200	-38.135	0.7	293.6	326.1	188.5	0.02
3/23/08 16:00:00	3448	127	0.00559	3.28	4.059	0.907	5.16	1.20	7.57	0.262	7.99	2032	-27.7	5.17	4.96	33.71	-51.200	-38.135	1.0	289.2	320.2	189.2	-0.00
3/23/08 17:00:00	NaN	113	0.00497	NaN	NaN	NaN	NaN	NaN	7.97	NaN	NaN	2005	0.3	5.27	NaN	33.71	-51.149	-38.139	7.5	NaN	NaN	NaN	-0.02
3/23/08 18:00:00	3089	125	0.00550	NaN	3.672	1.023	NaN	NaN	8.12	0.265	7.83	2018	38.7	5.24	5.05	33.71	-51.191	-38.092	7.8	255.5	318.9	101.1	-0.01
3/23/08 19:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.58	NaN	NaN	2028	-26.8	5.23	NaN	33.71	-51.208	-38.139	8.7	NaN	NaN	NaN	0.00
3/23/08 20:00:00	2345	120	0.00528	3.01	4.341	1.064	6.01	1.54	8.17	0.279	8.48	2030	-25.5	5.11	4.97	33.71	-51.222	-38.121	6.4	273.3	322.9	9.3	-0.01
3/23/08 21:00:00	2190	121	0.00532	2.98	4.026	1.293	5.62	1.88	7.98	0.275	8.07	2035	-31.9	5.07	4.95	33.71	-51.236	-38.057	7.7	260.6	310.4	2.2	-0.01
3/23/08 22:00:00	NaN	NaN	NaN	2.81	NaN	NaN	NaN	NaN	8.23	NaN	NaN	2034	-50.4	5.18	NaN	33.71	-51.251	-38.031	8.6	NaN	NaN	NaN	0.00
3/23/08 23:00:00	NaN	134	0.00590	2.92	NaN	NaN	NaN	NaN	7.93	NaN	NaN	2036	-55.3	5.11	NaN	33.71	-51.269	-38.005	7.6	NaN	NaN	NaN	-0.00
3/24/08 00:00:00	2044	130	0.00572	2.94	5.302	1.442	7.51	2.14	8.50	0.313	9.27	2045	30.9	4.48	4.90	33.71	-51.286	-37.911	6.3	270.9	317.7	2.2	-0.05
3/24/08 01:00:00	NaN	143	0.00629	3.07	NaN	NaN	NaN	NaN	10.53	NaN	NaN	2079	-64.6	3.88	NaN	33.72	-51.294	-37.981	5.1	NaN	NaN	NaN	-0.05
3/24/08 02:00:00	1908	69	0.00304	3.00	NaN	NaN	NaN	NaN	15.08	0.629	NaN	2040	-62.2	1.47	4.93	33.70	-51.227	-38.003	3.6	205.3	308.1	1.9	-0.07
3/24/08 03:00:00	1695	57	0.00251	3.00	9.402	1.658	13.06	2.35	15.15	0.640	15.62	2042	-10.7	0.74	4.92	33.71	-51.222	-38.019	0.9	194.7	300.8	1.9	-0.08
3/24/08 04:00:00	1703	62	0.00273	3.20	12.331	1.644	16.07	2.19	14.92	0.619	15.60	2044	-22.3	0.76	4.92	33.71	-51.229	-38.034	1.4	210.6	276.4	2.0	-0.08
3/24/08 05:00:00	3448	65	0.00286	NaN	10.081	3.151	NaN	NaN	14.53	0.569	11.29	2042	47.9	0.63	4.94	33.71	-51.239	-38.054	2.1	206.4	271.7	1.9	-0.10
3/24/08 06:00:00	3448	58	0.00255	2.04	NaN	NaN	NaN	NaN	14.55	0.453	NaN	2037	38.3	0.58	4.99	33.71	-51.218	-37.964	2.5	211.6	238.6	2.0	-0.17
3/24/08 07:00:00	1921	62	0.00273	2.43	12.742	1.734	21.88	3.06	15.08	0.628	15.74	2055	-20.6	0.18	4.88	33.71	-51.235	-37.986	2.8	213.8	236.8	2.0	-0.08
3/24/08 08:00:00	2179	61	0.00268	2.61	9.534	2.065	15.20	3.38	13.98	0.586	13.34	2067	26.6	0.24	4.84	33.72	-51.271	-38.026	4.0	216.0	255.2	3.1	-0.10
3/24/08 09:00:00	NaN	62	0.00273	2.02	NaN	NaN	NaN	NaN	15.15	NaN	NaN	2042	-8.6	0.69	NaN	33.71	-51.221	-37.978	7.3	NaN	NaN	NaN	-0.08
3/24/08 10:00:00	3448	69	0.00304	2.47	11.074	1.667	18.70	2.90	14.67	0.598	14.83	2054	-37.7	0.39	4.88	33.71	-51.233	-38.043	3.9	222.4	246.3	145.3	-0.10
3/24/08 11:00:00	NaN	56	0.00246	1.99	NaN	NaN	NaN	NaN	14.53	NaN	NaN	2032	59.3	1.30	NaN	33.72	-51.205	-38.014	7.5	NaN	NaN	NaN	-0.08
3/24/08 12:00:00	3042	59	0.00260	2.22	10.664	1.779	20.00	3.43	13.83	0.532	14.53	2045	-13.1	1.61	4.90	33.71	-51.227	-38.007	4.5	227.6	244.2	364.7	-0.10
3/24/08 13:00:00	1467	55	0.00242	2.79	8.735	1.629	13.02	2.48	13.25	0.530	13.53	2047	-6.3	1.76	4.84	33.71	-51.231	-38.018	1.3	214.6	269.9	360.6	-0.09
3/24/08 14:00:00	2509	65	0.00286	2.77	7.205	2.059	10.82	3.17	12.77	0.497	12.98	2046	9.3	2.14	4.84	33.71	-51.236	-38.004	2.1	206.3	285.4	394.2	-0.09
3/24/08 15:00:00	3448	78	0.00343	2.76	8.560	1.379	12.93	2.15	12.92	0.507	13.11	2048	-7.8	2.24	4.84	33.71	-51.242	-37.992	1.2	237.7	269.4	380.6	-0.08
3/24/08 16:00:00	3448	88	0.00387	2.69	7.583	1.237	11.74	1.98	12.43	0.490	13.00	2042	-24.5	2.43	4.89	33.72	-51.243	-38.018	1.4	248.7	257.3	462.1	-0.09
3/24/08 17:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.08	NaN	NaN	2028	95.9	2.90	NaN	33.72	-51.217	-37.972	7.6	NaN	NaN	NaN	-0.08
3/24/08 18:00:00	3448	80	0.00352	1.64	2.949	1.027	7.51	2.76	12.55	0.494	13.40	2004	29.8	2.57	5.25	33.72	-51.179	-37.854	4.3	201.9	277.3	173.9	-0.09
3/24/08 19:00:00	3448	86	0.00378	2.01	7.018	1.290	14.58	2.81	12.53	0.503	12.96	2043	-12.0	3.24	4.93	33.72	-51.215	-37.932	4.1	239.1	298.1	37.5	-0.06
3/24/08 20:00:00	NaN	80	0.00352	2.31	NaN	NaN	NaN	NaN	12.52	NaN	NaN	2045	64.1	3.55	NaN	33.72	-51.227	-37.926	6.7	NaN	NaN	NaN	-0.05
3/24/08 21:00:00	3448	88	0.00387	2.66	5.867	1.934	9.19	3.14	12.22	0.457	12.83	2050	59.3	3.39	4.86	33.72	-51.243	-37.932	6.6	210.2	303.3	2.3	-0.06
3/24/08 22:00:00	1230	86	0.00378	2.43	7.659	1.512	13.14	2.70	11.32	0.421	11.59	2047	15.2	3.31	4.85	33.72	-51.244	-37.894	5.1	243.4	309.2	2.1	-0.08
3/24/08 23:00:00	NaN	66	0.00290	2.38	NaN	NaN	NaN	NaN	11.75	NaN	NaN	2046	-74.5	3.55	NaN	33.72	-51.254	-37.883	7.2	NaN	NaN	NaN	-0.06
3/25/08 00:00:00	2095	85	0.00374	2.58	8.374	1.764	13.53	2.96	12.28	0.474	12.42	2052	-4.1	3.63	4.82	33.72	-51.271	-37.895	5.5	245.6	308.5	1.9	-0.05
