Time_GMT	FluxDuration_sec	DMS_pptv_air	DMS_uM_m3_air	DMS_uM_m3_sw	DMSflux_uM_m2_d	DMSflux_error	kDMS_cm_hr	kDMS_error	U10N_m_s	Ustar_COARE_m_s	RWspd_m_s	Sc_DMS	RWdir_deg	Tair_C	SST_C	Sal_ppth	Lat	Lon	SOG_kts	Gyro_deg	Longwave_W_m2	Shortwave_W_m2	z_L
3/14/08 03:00:00	NaN	165	0.00726	3.04	NaN	NaN	NaN	NaN	9.57	NaN	NaN	1953	92.8	5.38	NaN	33.72	-50.935	-38.197	10.7	NaN	NaN	NaN	-0.04
3/14/08 04:00:00	NaN	162	0.00713	2.04	NaN	NaN	NaN	NaN	9.95	NaN	NaN	1995	108.0	5.34	NaN	33.72	-51.122	-38.086	12.0	NaN	NaN	NaN	-0.01
3/14/08 05:00:00	NaN	172	0.00757	1.99	NaN	NaN	NaN	NaN	10.45	NaN	NaN	2025	118.8	5.36	NaN	33.72	-51.311	-37.973	12.2	NaN	NaN	NaN	0.01
3/14/08 06:00:00	NaN	103	0.00453	1.60	NaN	NaN	NaN	NaN	10.07	NaN	NaN	2043	111.9	4.89	NaN	33.72	-51.501	-37.858	12.2	NaN	NaN	NaN	-0.02
3/14/08 07:00:00	NaN	NaN	NaN	1.53	NaN	NaN	NaN	NaN	8.23	NaN	NaN	2075	122.8	4.59	NaN	33.73	-51.694	-37.741	12.6	NaN	NaN	NaN	-0.03
3/14/08 08:00:00	NaN	NaN	NaN	1.71	NaN	NaN	NaN	NaN	9.05	NaN	NaN	2089	118.0	4.54	NaN	33.74	-51.889	-37.621	12.3	NaN	NaN	NaN	-0.02
3/14/08 09:00:00	NaN	149	0.00656	2.14	NaN	NaN	NaN	NaN	9.40	NaN	NaN	2124	83.3	4.37	NaN	33.75	-52.078	-37.504	11.9	NaN	NaN	NaN	-0.01
3/14/08 10:00:00	NaN	138	0.00607	2.78	NaN	NaN	NaN	NaN	9.50	NaN	10.78	2142	60.9	4.02	NaN	33.74	-52.261	-37.390	11.7	NaN	NaN	NaN	-0.04
3/14/08 11:00:00	NaN	190	0.00836	3.20	NaN	NaN	NaN	NaN	9.20	NaN	NaN	2223	65.3	3.71	NaN	33.73	-52.444	-37.274	11.8	NaN	NaN	NaN	0.03
3/14/08 12:00:00	NaN	181	0.00796	2.19	NaN	NaN	NaN	NaN	9.80	NaN	NaN	2259	69.8	3.49	NaN	33.74	-52.626	-37.154	11.7	NaN	NaN	NaN	0.02
3/14/08 13:00:00	NaN	176	0.00774	1.46	NaN	NaN	NaN	NaN	9.52	NaN	NaN	2304	81.1	3.19	NaN	33.64	-52.795	-36.992	11.8	NaN	NaN	NaN	0.04
3/14/08 14:00:00	NaN	185	0.00814	1.08	NaN	NaN	NaN	NaN	8.50	NaN	NaN	2361	72.4	3.06	NaN	33.45	-52.962	-36.830	11.2	NaN	NaN	NaN	0.06
3/14/08 15:00:00	NaN	NaN	NaN	0.81	NaN	NaN	NaN	NaN	8.70	NaN	NaN	2345	16.6	3.22	NaN	33.62	-53.071	-36.866	6.7	NaN	NaN	NaN	0.02
3/14/08 16:00:00	3448	177	0.00779	0.92	NaN	NaN	NaN	NaN	12.17	0.519	13.09	2291	59.9	2.75	2.81	33.71	-53.142	-36.929	6.8	181.6	309.5	351.4	0.00
3/14/08 17:00:00	NaN	NaN	NaN	0.82	NaN	NaN	NaN	NaN	14.47	NaN	NaN	2259	74.3	2.42	NaN	33.71	-53.293	-36.761	8.3	NaN	NaN	NaN	-0.01
3/14/08 18:00:00	NaN	NaN	NaN	0.98	NaN	NaN	NaN	NaN	15.30	NaN	NaN	2263	63.0	2.09	NaN	33.70	-53.383	-36.685	8.3	NaN	NaN	NaN	-0.01
3/14/08 19:00:00	NaN	NaN	NaN	0.95	NaN	NaN	NaN	NaN	14.27	NaN	NaN	2265	45.6	1.85	NaN	33.68	-53.519	-36.645	8.1	NaN	NaN	NaN	-0.01
3/14/08 20:00:00	3448	77	0.00339	1.26	NaN	NaN	NaN	NaN	13.22	0.480	14.22	2247	46.9	2.28	3.24	33.65	-53.654	-36.631	8.3	182.4	246.1	20.2	-0.05
3/14/08 21:00:00	1665	75	0.00330	1.26	NaN	NaN	NaN	NaN	13.28	0.532	14.25	2238	4.6	2.27	3.31	33.58	-53.750	-36.623	2.6	250.4	256.7	2.0	-0.04
3/14/08 22:00:00	3448	68	0.00299	1.14	NaN	NaN	NaN	NaN	13.50	0.563	13.97	2243	-4.3	NaN	3.28	33.60	-53.753	-36.623	0.7	245.4	233.5	1.9	NaN
3/14/08 23:00:00	3448	71	0.00312	1.15	NaN	NaN	NaN	NaN	14.22	0.591	14.82	2246	-10.2	NaN	3.26	33.61	-53.752	-36.621	0.8	245.6	258.6	1.7	NaN
3/15/08 00:00:00	3448	74	0.00326	1.08	NaN	NaN	NaN	NaN	13.87	0.582	14.30	2250	-9.6	1.93	3.23	33.62	-53.752	-36.622	1.0	241.7	237.1	1.7	-0.04
3/15/08 01:00:00	3448	79	0.00348	1.08	NaN	NaN	NaN	NaN	14.02	0.578	14.29	2253	-13.3	1.77	3.21	33.63	-53.753	-36.622	0.7	248.3	240.1	1.7	-0.04
3/15/08 02:00:00	3448	88	0.00387	1.05	NaN	NaN	NaN	NaN	14.80	0.616	15.35	2255	-14.8	2.20	3.20	33.63	-53.752	-36.621	0.9	243.8	241.4	1.8	-0.03
3/15/08 03:00:00	3448	105	0.00462	1.02	NaN	NaN	NaN	NaN	13.77	0.550	14.11	2257	-12.7	2.61	3.18	33.64	-53.753	-36.623	0.7	239.7	247.8	1.8	-0.02
3/15/08 04:00:00	3448	119	0.00524	1.01	NaN	NaN	NaN	NaN	13.55	0.571	14.10	2258	-8.9	2.30	3.17	33.64	-53.754	-36.623	0.6	256.2	235.8	1.7	-0.03
3/15/08 05:00:00	3448	116	0.00510	1.02	NaN	NaN	NaN	NaN	14.43	0.612	15.01	2260	-11.9	2.47	3.16	33.64	-53.752	-36.623	0.8	251.9	230.6	1.8	-0.02
3/15/08 06:00:00	3448	109	0.00480	1.03	NaN	NaN	NaN	NaN	14.67	0.613	15.32	2261	-13.0	3.05	3.15	33.64	-53.751	-36.624	0.8	235.7	227.6	1.7	-0.01
3/15/08 07:00:00	3448	114	0.00502	1.00	NaN	NaN	NaN	NaN	13.98	0.569	14.60	2263	-11.8	2.92	3.13	33.65	-53.753	-36.623	0.7	241.2	231.9	1.8	-0.01
3/15/08 08:00:00	3448	106	0.00466	0.97	NaN	NaN	NaN	NaN	11.22	0.424	11.21	2263	-6.1	3.06	3.12	33.66	-53.753	-36.624	0.7	243.0	236.6	17.8	-0.02
3/15/08 09:00:00	3448	108	0.00475	0.99	NaN	NaN	NaN	NaN	13.15	0.546	14.01	2263	-7.6	2.79	3.11	33.66	-53.753	-36.621	0.7	254.8	234.5	41.8	-0.02
3/15/08 10:00:00	3448	104	0.00458	1.00	NaN	NaN	NaN	NaN	12.55	0.489	12.69	2265	-4.2	2.46	3.10	33.67	-53.754	-36.621	0.8	260.0	248.2	242.9	-0.03
3/15/08 11:00:00	3448	95	0.00418	1.02	NaN	NaN	NaN	NaN	11.55	0.436	11.97	2266	-6.7	2.73	3.10	33.68	-53.753	-36.626	1.1	259.8	240.3	398.2	-0.03
3/15/08 12:00:00	3448	86	0.00378	1.00	NaN	NaN	NaN	NaN	9.75	0.352	10.18	2266	-5.6	3.00	3.10	33.68	-53.753	-36.623	1.0	263.9	241.6	498.8	-0.03
3/15/08 13:00:00	3448	85	0.00374	0.97	NaN	NaN	NaN	NaN	9.42	0.356	10.03	2264	-9.4	3.11	3.11	33.68	-53.754	-36.623	0.9	276.2	245.9	556.3	-0.02
3/15/08 14:00:00	3448	71	0.00312	0.94	NaN	NaN	NaN	NaN	11.20	0.428	11.73	2259	-7.8	3.20	3.14	33.67	-53.752	-36.618	0.5	278.5	271.2	525.7	-0.01
3/15/08 15:00:00	3448	72	0.00317	0.94	NaN	NaN	NaN	NaN	10.35	0.387	10.74	2255	2.5	3.24	3.15	33.66	-53.752	-36.618	0.4	286.0	308.4	276.6	-0.01
3/15/08 16:00:00	3448	103	0.00453	0.79	NaN	NaN	NaN	NaN	9.55	0.343	9.65	2255	10.0	2.99	3.17	33.65	-53.752	-36.618	0.4	290.2	321.8	147.0	-0.03
3/15/08 17:00:00	3448	146	0.00642	0.75	0.634	0.169	3.54	1.22	10.45	0.389	10.99	2253	3.1	3.34	3.19	33.64	-53.752	-36.618	0.4	303.0	328.4	76.8	-0.01
3/15/08 18:00:00	3448	182	0.00801	0.74	0.794	0.203	4.47	1.59	10.28	0.388	11.10	2251	-0.9	3.83	3.20	33.63	-53.752	-36.618	0.4	302.8	331.2	87.4	0.02
3/15/08 19:00:00	3448	165	0.00726	0.76	1.107	0.230	6.04	1.68	10.03	0.377	10.76	2250	5.9	3.86	3.21	33.63	-53.752	-36.618	0.4	302.5	330.8	30.3	0.02
3/15/08 20:00:00	3448	167	0.00735	0.81	0.817	0.212	4.19	1.42	9.68	0.359	10.24	2250	10.9	3.88	3.22	33.62	-53.752	-36.618	0.4	302.5	329.9	6.0	0.02
3/15/08 21:00:00	3448	174	0.00766	0.74	1.320	0.308	7.44	2.38	10.67	0.403	11.27	2250	9.3	3.90	3.23	33.61	-53.752	-36.618	0.4	314.0	329.7	2.3	0.02
3/15/08 22:00:00	3448	150	0.00660	0.76	1.067	0.289	5.87	2.06	10.70	0.396	11.27	2250	15.8	3.98	3.22	33.62	-53.752	-36.618	0.5	323.6	329.3	2.3	0.02
3/15/08 23:00:00	3448	131	0.00576	0.69	1.341	0.314	8.04	2.40	11.18	0.438	12.18	2251	-1.8	4.47	3.22	33.62	-53.752	-36.618	0.5	334.7	337.0	2.4	0.04
3/16/08 00:00:00	3448	135	0.00594	0.67	NaN	NaN	NaN	NaN	11.83	0.467	12.71	2252	-9.7	5.14	3.20	33.62	-53.752	-36.618	0.5	323.9	339.9	2.4	0.06
3/16/08 01:00:00	3448	153	0.00673	0.73	NaN	NaN	NaN	NaN	12.70	0.488	13.17	2253	-1.8	5.28	3.19	33.62	-53.754	-36.617	0.6	304.4	340.2	2.5	0.06
3/16/08 02:00:00	3448	173	0.00761	0.83	NaN	NaN	NaN	NaN	11.72	0.438	12.25	2255	-14.7	5.18	3.18	33.63	-53.754	-36.619	0.6	303.9	339.5	2.3	0.07
3/16/08 03:00:00	3164	188	0.00827	0.85	NaN	NaN	NaN	NaN	11.68	0.437	12.19	2255	-13.7	4.95	3.18	33.63	-53.753	-36.623	0.4	301.0	338.1	2.3	0.06
3/16/08 04:00:00	3448	NaN	NaN	0.78	NaN	NaN	NaN	NaN	11.17	0.411	NaN	2256	-15.3	4.75	3.18	33.63	-53.753	-36.623	0.4	296.8	337.2	2.3	0.06
3/16/08 05:00:00	3448	230	0.01012	0.75	NaN	NaN	NaN	NaN	10.80	0.412	11.60	2255	-8.8	4.60	3.18	33.63	-53.753	-36.623	0.4	294.6	336.4	2.2	0.05
3/16/08 06:00:00	3448	239	0.01051	0.78	NaN	NaN	NaN	NaN	11.73	0.448	12.17	2256	-9.5	4.58	3.17	33.63	-53.753	-36.623	0.4	293.0	336.4	2.3	0.04
3/16/08 07:00:00	3448	NaN	NaN	0.75	NaN	NaN	NaN	NaN	13.30	0.534	NaN	2256	-12.4	4.50	3.18	33.63	-53.753	-36.623	0.4	291.1	333.0	2.3	0.03
3/16/08 08:00:00	3448	281	0.01236	0.77	0.938	NaN	5.10	NaN	12.65	0.489	13.28	2258	-15.9	4.27	3.16	33.63	-53.753	-36.623	0.4	285.8	316.6	8.2	0.03
3/16/08 09:00:00	3448	NaN	NaN	0.81	NaN	NaN	NaN	NaN	11.45	0.444	NaN	2258	-16.5	4.00	3.15	33.64	-53.753	-36.623	0.4	281.8	305.0	69.2	0.02
3/16/08 10:00:00	3448	271	0.01192	0.83	1.690	0.543	8.49	4.36	10.72	0.392	11.00	2258	-23.2	3.97	3.15	33.64	-53.752	-36.623	0.4	279.4	280.3	247.2	0.03
3/16/08 11:00:00	3448	191	0.00840	0.88	2.422	0.594	11.42	3.72	10.23	0.387	10.93	2258	-21.9	3.92	3.15	33.65	-53.752	-36.622	0.4	268.9	293.3	278.5	0.03
3/16/08 12:00:00	3448	154	0.00678	0.97	1.938	0.393	8.29	2.05	12.38	0.499	13.51	2259	-12.2	3.80	3.14	33.66	-53.752	-36.622	0.4	263.1	275.4	402.3	0.01
3/16/08 13:00:00	3448	130	0.00572	1.05	1.983	0.421	7.90	1.95	12.58	0.504	13.54	2255	-10.0	4.56	3.18	33.66	-53.753	-36.623	0.4	261.1	244.4	570.7	0.03
3/16/08 14:00:00	3448	143	0.00629	0.99	1.451	0.297	6.09	1.49	12.70	0.511	13.59	2248	-9.5	4.45	3.23	33.65	-53.753	-36.622	0.4	264.3	245.0	602.1	0.03
3/16/08 15:00:00	3448	160	0.00704	0.97	1.563	0.319	6.69	1.68	13.67	0.565	14.60	2245	-14.4	4.60	3.26	33.65	-53.753	-36.622	0.4	263.5	243.4	586.2	0.02
3/16/08 16:00:00	3448	162	0.00713	0.93	1.970	0.359	8.79	1.99	14.80	0.626	15.74	2243	-15.1	4.62	3.27	33.64	-53.753	-36.622	0.5	261.8	257.7	528.2	0.02
3/16/08 17:00:00	3448	128	0.00563	0.94	2.040	0.420	9.01	2.20	13.63	0.553	14.19	2243	-13.3	4.49	3.26	33.64	-53.753	-36.622	0.5	258.9	259.9	394.0	0.02
3/16/08 18:00:00	3448	141	0.00620	NaN	1.831	0.302	NaN	NaN	13.48	0.558	14.36	2245	-11.7	4.45	3.25	33.64	-53.753	-36.622	0.5	259.0	244.8	287.5	0.02
3/16/08 19:00:00	3448	155	0.00682	NaN	1.239	0.289	NaN	NaN	11.30	0.427	11.71	2246	-16.5	4.45	3.25	33.64	-53.753	-36.622	0.5	258.7	250.0	151.7	0.04
3/16/08 20:00:00	3448	144	0.00634	NaN	1.565	0.383	NaN	NaN	11.28	0.446	12.00	2245	-13.6	4.11	3.27	33.63	-53.753	-36.622	0.5	254.0	254.5	22.4	0.02
3/16/08 21:00:00	3448	112	0.00493	1.71	1.998	0.321	4.87	0.84	12.80	0.520	13.54	2241	-11.6	4.13	3.29	33.62	-53.752	-36.622	0.6	247.5	250.0	2.1	0.01
3/16/08 22:00:00	3448	105	0.00462	1.36	1.656	0.326	5.07	1.10	12.90	0.534	13.65	2239	0.6	4.16	3.31	33.60	-53.752	-36.623	0.6	248.0	245.1	1.9	0.01
3/16/08 23:00:00	3448	114	0.00502	1.20	1.401	0.315	4.87	1.23	13.20	0.532	13.57	2240	-0.9	4.03	3.31	33.60	-53.753	-36.622	0.5	251.8	249.2	1.9	0.01
3/17/08 00:00:00	3448	122	0.00537	1.06	1.765	0.321	6.92	1.45	13.12	0.534	13.42	2242	-5.1	3.81	3.29	33.61	-53.753	-36.622	0.4	261.5	248.6	1.9	0.00
3/17/08 01:00:00	3203	124	0.00546	1.00	2.036	0.378	8.51	1.85	14.03	0.577	14.77	2242	-6.6	3.46	3.29	33.60	-53.752	-36.624	0.9	249.7	236.3	1.9	-0.00
3/17/08 02:00:00	3448	113	0.00497	0.94	2.143	0.482	9.46	2.47	13.07	0.515	13.80	2243	-7.8	3.40	3.28	33.60	-53.752	-36.624	0.8	249.8	236.0	1.9	-0.01
3/17/08 03:00:00	3448	103	0.00453	0.95	1.511	0.309	6.65	1.55	11.27	0.440	11.42	2244	-4.7	2.99	3.27	33.60	-53.753	-36.623	0.7	261.1	236.5	1.8	-0.02
3/17/08 04:00:00	3448	86	0.00378	0.91	1.664	0.323	7.61	1.66	13.43	0.549	13.49	2246	-3.9	2.71	3.26	33.60	-53.752	-36.622	0.6	260.5	234.9	1.8	-0.02
3/17/08 05:00:00	3448	80	0.00352	0.88	1.669	0.317	7.90	1.68	13.73	0.564	13.93	2247	-5.5	2.77	3.25	33.60	-53.752	-36.623	0.7	256.2	233.8	1.8	-0.02
3/17/08 06:00:00	3448	83	0.00365	0.87	1.737	0.363	8.36	1.97	12.67	0.462	11.51	2248	-4.8	2.91	3.25	33.61	-53.753	-36.623	0.8	261.5	236.0	1.8	-0.02
3/17/08 07:00:00	3448	83	0.00365	0.85	2.126	0.369	10.41	2.04	13.75	0.560	15.42	2249	-5.6	3.11	3.24	33.61	-53.752	-36.623	0.8	246.1	238.2	1.9	-0.01
3/17/08 08:00:00	3448	86	0.00378	0.82	1.884	0.358	9.57	2.07	11.12	0.419	11.28	2250	-3.6	2.96	3.23	33.61	-53.751	-36.624	1.1	246.2	236.9	19.6	-0.03
3/17/08 09:00:00	3448	86	0.00378	0.81	1.027	0.413	5.28	2.42	10.22	0.354	10.51	2251	-45.1	2.88	3.22	33.62	-53.740	-36.633	4.4	257.9	238.6	79.1	-0.04
3/17/08 10:00:00	NaN	85	0.00374	0.88	NaN	NaN	NaN	NaN	9.83	NaN	NaN	2264	-76.1	2.82	NaN	33.66	-53.601	-36.703	11.2	NaN	NaN	NaN	-0.04
3/17/08 11:00:00	NaN	89	0.00392	0.95	NaN	NaN	NaN	NaN	9.52	NaN	NaN	2295	-66.6	2.57	NaN	33.73	-53.437	-36.844	11.2	NaN	NaN	NaN	-0.04
3/17/08 12:00:00	NaN	85	0.00374	0.87	NaN	NaN	NaN	NaN	9.10	NaN	NaN	2302	-72.2	2.53	NaN	33.73	-53.287	-37.007	11.0	NaN	NaN	NaN	-0.05
3/17/08 13:00:00	1965	86	0.00378	0.88	0.810	0.352	3.82	1.88	5.98	0.183	6.17	2319	-49.8	2.42	2.59	33.70	-53.124	-37.106	11.5	306.6	259.9	493.5	-0.14
3/17/08 14:00:00	3448	NaN	NaN	0.67	NaN	NaN	NaN	NaN	3.13	0.109	NaN	2360	-42.9	2.32	2.27	33.55	-52.998	-37.286	11.4	201.5	243.9	621.8	-0.18
3/17/08 15:00:00	2232	84	0.00370	0.81	0.406	0.192	2.08	1.13	4.37	0.144	5.64	2324	-41.9	2.42	2.47	33.56	-52.839	-37.177	11.3	85.1	273.7	505.4	-0.20
3/17/08 16:00:00	3448	84	0.00370	1.11	NaN	NaN	NaN	NaN	3.85	0.119	4.43	2287	-23.6	2.74	2.89	33.61	-52.661	-37.191	11.4	350.4	316.0	197.4	-0.33
3/17/08 17:00:00	3448	NaN	NaN	1.28	NaN	NaN	NaN	NaN	3.65	0.133	NaN	2280	-10.3	3.23	2.93	33.70	-52.471	-37.261	11.7	351.4	317.4	170.6	-0.04
3/17/08 18:00:00	3448	91	0.00400	1.54	1.370	0.524	3.71	1.52	6.60	0.239	7.15	2175	-12.2	3.75	3.81	33.74	-52.285	-37.320	11.3	351.4	318.8	94.8	-0.06
3/17/08 19:00:00	3448	78	0.00343	1.59	1.113	0.416	2.91	1.15	6.38	0.212	6.15	2140	-4.4	3.89	4.07	33.74	-52.097	-37.374	11.4	351.4	316.8	52.4	-0.10
3/17/08 20:00:00	3448	78	0.00343	1.55	1.799	0.525	4.82	1.49	8.33	0.302	8.71	2067	0.2	4.64	4.68	33.73	-51.916	-37.433	10.8	349.0	321.7	10.9	-0.04
3/17/08 21:00:00	3448	81	0.00356	1.33	2.472	0.494	7.72	1.65	9.48	0.341	9.65	2038	4.2	5.09	4.94	33.72	-51.744	-37.501	10.5	348.7	319.5	2.4	-0.01
3/17/08 22:00:00	3448	87	0.00383	1.20	2.168	0.423	7.52	1.59	10.25	0.368	10.55	2038	11.6	5.34	4.93	33.72	-51.574	-37.568	10.5	349.7	332.3	2.4	0.00
3/17/08 23:00:00	3448	96	0.00422	1.07	1.905	0.407	7.41	1.75	10.45	0.375	10.88	2042	15.0	5.69	4.88	33.71	-51.403	-37.635	10.7	349.8	339.6	2.4	0.03
3/18/08 00:00:00	3448	102	0.00449	1.20	2.348	0.614	8.13	2.33	11.18	0.401	11.57	2014	19.8	5.97	5.12	33.72	-51.228	-37.702	10.9	350.3	341.7	2.5	0.03
3/18/08 01:00:00	3448	112	0.00493	1.28	4.237	0.620	13.82	2.22	11.85	0.437	12.18	1952	9.9	6.94	5.64	33.72	-51.053	-37.755	10.7	152.0	346.9	2.6	0.04
3/18/08 02:00:00	NaN	NaN	NaN	1.29	NaN	NaN	NaN	NaN	11.90	NaN	NaN	1937	-137.4	7.31	NaN	33.71	-51.022	-37.731	11.6	NaN	NaN	NaN	0.05
3/18/08 03:00:00	NaN	154	0.00678	1.36	NaN	NaN	NaN	NaN	10.90	NaN	11.42	1982	-33.9	7.47	NaN	33.72	-51.116	-37.684	9.8	NaN	NaN	NaN	0.08
3/18/08 04:00:00	NaN	165	0.00726	1.31	NaN	NaN	NaN	NaN	10.20	NaN	11.49	1900	49.1	8.23	NaN	33.71	-50.988	-37.711	10.6	NaN	NaN	NaN	0.12
3/18/08 05:00:00	NaN	182	0.00801	1.36	NaN	NaN	NaN	NaN	9.17	NaN	NaN	1946	42.6	8.32	NaN	33.71	-51.053	-37.783	10.2	NaN	NaN	NaN	0.16
3/18/08 06:00:00	NaN	178	0.00783	1.33	NaN	NaN	NaN	NaN	9.20	NaN	NaN	1924	-27.9	8.39	NaN	33.71	-51.040	-37.696	5.2	NaN	NaN	NaN	0.17
3/18/08 07:00:00	1544	177	0.00779	1.37	NaN	NaN	NaN	NaN	8.63	0.300	9.42	1930	-3.4	8.22	5.87	33.71	-51.040	-37.699	0.5	331.3	355.0	2.6	0.19
3/18/08 08:00:00	NaN	165	0.00726	1.45	NaN	NaN	NaN	NaN	7.77	NaN	8.87	1935	-24.8	8.23	NaN	33.71	-51.039	-37.687	1.2	NaN	NaN	NaN	0.23
3/18/08 09:00:00	3448	173	0.00761	1.32	NaN	NaN	NaN	NaN	8.15	0.290	9.07	1916	-3.4	8.29	6.00	33.71	-51.027	-37.677	0.9	294.4	357.0	30.0	0.20
3/18/08 10:00:00	NaN	179	0.00788	1.32	NaN	NaN	NaN	NaN	9.33	NaN	NaN	1906	-54.8	8.55	NaN	33.71	-51.008	-37.608	8.2	NaN	NaN	NaN	0.15
3/18/08 11:00:00	NaN	177	0.00779	1.01	NaN	NaN	NaN	NaN	10.73	NaN	NaN	1875	-69.3	8.74	NaN	33.73	-50.935	-37.343	11.5	NaN	NaN	NaN	0.11
3/18/08 12:00:00	3448	174	0.00766	1.54	NaN	NaN	NaN	NaN	10.32	0.380	13.90	1882	-62.7	8.83	6.29	33.72	-50.854	-37.060	11.8	62.9	359.8	87.5	0.12
3/18/08 13:00:00	3448	155	0.00682	1.16	NaN	NaN	NaN	NaN	10.35	0.386	13.34	1869	-59.4	9.04	6.41	33.76	-50.765	-36.789	11.5	64.4	362.0	74.5	0.12
3/18/08 14:00:00	3448	131	0.00576	0.92	NaN	NaN	NaN	NaN	9.98	0.349	12.40	1856	-54.8	9.02	6.53	33.78	-50.681	-36.513	11.8	64.7	362.0	187.3	0.14
3/18/08 15:00:00	3448	117	0.00515	0.89	NaN	NaN	NaN	NaN	8.78	0.299	11.81	1883	-43.8	8.81	6.37	33.71	-50.605	-36.256	7.9	69.2	360.7	192.4	0.20
3/18/08 16:00:00	NaN	121	0.00532	0.96	NaN	NaN	NaN	NaN	8.32	NaN	NaN	1890	-41.3	8.62	NaN	33.69	-50.580	-36.194	5.4	NaN	NaN	NaN	0.19
3/18/08 17:00:00	2229	145	0.00638	0.95	NaN	NaN	NaN	NaN	7.00	0.230	7.82	1889	-39.9	8.30	6.25	33.70	-50.527	-36.120	3.7	315.7	357.2	82.2	0.28
3/18/08 18:00:00	NaN	NaN	NaN	0.97	NaN	NaN	NaN	NaN	6.27	NaN	NaN	1885	-5.3	8.25	NaN	33.70	-50.505	-36.113	0.5	NaN	NaN	NaN	0.30
3/18/08 19:00:00	NaN	NaN	NaN	0.92	NaN	NaN	NaN	NaN	6.98	NaN	NaN	1882	14.5	8.14	NaN	33.69	-50.504	-36.120	2.8	NaN	NaN	NaN	0.21
3/18/08 20:00:00	1694	NaN	NaN	0.95	NaN	NaN	NaN	NaN	7.67	0.281	NaN	1859	-22.4	7.17	6.55	33.76	-50.492	-36.317	11.1	275.3	347.4	3.4	0.04
3/18/08 21:00:00	2941	NaN	NaN	0.98	NaN	NaN	NaN	NaN	12.85	0.499	NaN	1869	-46.8	5.81	6.44	33.77	-50.475	-36.606	11.1	275.1	337.9	2.4	-0.02
3/18/08 22:00:00	3448	190	0.00836	1.05	3.719	0.909	14.73	4.37	14.47	0.574	16.74	1857	-50.5	5.43	6.58	33.77	-50.459	-36.884	9.4	274.9	333.0	2.5	-0.03
3/18/08 23:00:00	3448	149	0.00656	1.03	2.420	0.543	9.79	2.56	14.63	0.587	16.79	1870	-46.3	5.19	6.47	33.76	-50.443	-37.123	10.0	275.3	312.7	2.7	-0.03
3/19/08 00:00:00	3448	154	0.00678	1.20	2.723	0.629	9.44	2.50	14.08	0.566	15.87	1889	-33.0	5.85	6.31	33.76	-50.426	-37.371	7.3	269.9	289.1	2.7	-0.01
3/19/08 01:00:00	3448	140	0.00616	1.30	2.569	0.674	8.22	2.41	13.35	0.536	14.58	1886	-29.0	5.71	6.33	33.76	-50.417	-37.519	6.3	269.9	264.7	2.5	-0.02
3/19/08 02:00:00	3448	123	0.00541	1.70	3.786	0.762	9.29	2.01	12.53	0.498	13.43	1870	-21.1	5.85	6.53	33.76	-50.405	-37.695	7.0	273.8	252.6	2.4	-0.02
3/19/08 03:00:00	3448	119	0.00524	2.00	3.528	0.694	7.34	1.53	11.45	0.444	11.96	1889	-11.1	6.10	6.29	33.70	-50.392	-37.883	7.4	276.7	270.3	2.5	-0.01
3/19/08 04:00:00	3448	134	0.00590	1.58	4.814	0.838	12.67	2.41	11.78	0.465	12.22	1900	3.4	6.35	6.19	33.69	-50.384	-38.070	6.9	273.4	284.3	2.4	-0.00
3/19/08 05:00:00	3448	152	0.00669	1.62	3.279	0.590	8.43	1.67	13.10	0.521	13.66	1900	12.7	6.66	6.15	33.69	-50.384	-38.249	6.8	274.5	313.7	2.6	0.01
3/19/08 06:00:00	3448	168	0.00739	1.47	4.192	0.786	11.92	2.52	13.87	0.563	14.53	1868	11.5	6.92	6.46	33.70	-50.384	-38.423	6.5	276.6	331.8	2.7	0.01
3/19/08 07:00:00	3448	150	0.00660	1.93	7.345	1.161	15.87	2.72	13.80	0.563	14.42	1879	1.5	6.91	6.37	33.68	-50.384	-38.587	6.1	275.9	318.6	2.7	0.01
3/19/08 08:00:00	3448	116	0.00510	2.15	5.579	0.946	10.83	1.94	12.77	0.511	13.37	1900	-2.2	6.89	6.17	33.67	-50.383	-38.742	5.9	274.2	317.8	3.8	0.01
3/19/08 09:00:00	3448	113	0.00497	2.08	4.529	0.792	9.09	1.68	11.35	0.444	11.88	1917	2.5	6.77	6.03	33.67	-50.383	-38.900	6.1	272.0	324.1	16.6	0.02
3/19/08 10:00:00	NaN	NaN	NaN	1.52	NaN	NaN	NaN	NaN	13.32	NaN	NaN	1970	59.9	6.55	NaN	33.69	-50.441	-38.996	8.0	NaN	NaN	NaN	0.03
3/19/08 11:00:00	NaN	NaN	NaN	1.17	NaN	NaN	NaN	NaN	9.25	NaN	NaN	1988	-145.1	7.17	NaN	33.70	-50.500	-38.847	9.6	NaN	NaN	NaN	0.16
3/19/08 12:00:00	NaN	NaN	NaN	1.62	NaN	NaN	NaN	NaN	7.98	NaN	NaN	1928	-118.2	7.34	NaN	33.69	-50.500	-38.596	9.5	NaN	NaN	NaN	0.15
3/19/08 13:00:00	NaN	NaN	NaN	1.45	NaN	NaN	NaN	NaN	9.58	NaN	NaN	1961	-166.9	7.38	NaN	33.70	-50.500	-38.346	9.5	NaN	NaN	NaN	0.11
